0.000000	1.421257
1024.000000	3.720785
2048.000000	7.540890
3072.000000	10.902026
4096.000000	13.691411
5120.000000	17.812860
6144.000000	20.989224
7168.000000	24.340047
8192.000000	27.797974
9216.000000	31.038068
10240.000000	34.277557
11264.000000	37.737339
12288.000000	41.369432
13312.000000	45.061506
14336.000000	48.221619
15360.000000	51.513485
16384.000000	54.268599
17408.000000	57.609839
18432.000000	61.134432
19456.000000	64.506818
20480.000000	67.737557
21504.000000	70.349943
22528.000000	73.943599
23552.000000	76.901089
24576.000000	80.018703
25600.000000	83.280464
26624.000000	86.206932
27648.000000	89.130151
28672.000000	92.074328
29696.000000	95.371401
30720.000000	98.153390
31744.000000	101.161818
32768.000000	104.499119
33792.000000	107.143693
34816.000000	110.158703
35840.000000	113.234943
36864.000000	115.749640
37888.000000	118.262756
38912.000000	121.057557
39936.000000	123.785985
40960.000000	126.052765
41984.000000	129.011089
43008.000000	131.283182
44032.000000	133.953797
45056.000000	136.435265
46080.000000	138.735776
47104.000000	141.489953
48128.000000	143.835360
49152.000000	146.320369
50176.000000	148.915151
51200.000000	151.125994
52224.000000	153.259631
53248.000000	155.693599
54272.000000	157.830672
55296.000000	159.790786
56320.000000	161.961818
57344.000000	164.527453
58368.000000	166.423797
59392.000000	168.415369
60416.000000	170.460568
61440.000000	172.498286
62464.000000	174.460360
63488.000000	176.445057
64512.000000	178.439006
65536.000000	180.610474
66560.000000	182.570568
67584.000000	184.703911
68608.000000	186.245568
69632.000000	188.056307
70656.000000	189.622756
71680.000000	191.384224
72704.000000	193.000256
73728.000000	194.590994
74752.000000	196.277026
75776.000000	197.830161
76800.000000	199.692547
77824.000000	201.101515
78848.000000	202.737339
79872.000000	204.024536
80896.000000	205.457756
81920.000000	206.918911
82944.000000	208.402443
83968.000000	209.644640
84992.000000	211.069839
86016.000000	212.484849
87040.000000	213.692235
88064.000000	214.999849
89088.000000	216.268693
90112.000000	217.507244
91136.000000	218.864735
92160.000000	219.753182
93184.000000	221.085151
94208.000000	222.111411
95232.000000	223.383381
96256.000000	224.276932
97280.000000	225.446297
98304.000000	226.597557
99328.000000	227.506089
100352.000000	228.419432
101376.000000	229.596089
102400.000000	230.534328
103424.000000	231.313589
104448.000000	232.253390
105472.000000	233.141297
106496.000000	233.947661
107520.000000	234.837443
108544.000000	235.565265
109568.000000	236.555881
110592.000000	237.177557
111616.000000	237.946714
112640.000000	238.781203
113664.000000	239.610776
114688.000000	240.346724
115712.000000	241.071401
116736.000000	241.603494
117760.000000	242.532756
118784.000000	243.201619
119808.000000	243.704839
120832.000000	244.272869
121856.000000	244.947131
122880.000000	245.519015
123904.000000	246.242235
124928.000000	246.582244
125952.000000	247.243276
126976.000000	247.712557
128000.000000	248.234422
129024.000000	248.632974
130048.000000	249.289318
131072.000000	249.603390
132096.000000	250.293485
133120.000000	250.527661
134144.000000	251.116922
135168.000000	251.422557
136192.000000	251.961297
137216.000000	252.128078
138240.000000	252.628381
139264.000000	252.867974
140288.000000	253.380360
141312.000000	253.620994
142336.000000	254.152026
143360.000000	254.593807
144384.000000	254.881818
145408.000000	255.026724
146432.000000	255.510881
147456.000000	255.705265
148480.000000	256.108381
149504.000000	256.389536
150528.000000	256.858381
151552.000000	256.847765
152576.000000	257.301610
153600.000000	257.555682
154624.000000	257.706506
155648.000000	257.992974
156672.000000	258.321297
157696.000000	258.464849
158720.000000	258.689735
159744.000000	258.835994
160768.000000	259.180047
161792.000000	259.316515
162816.000000	259.613693
163840.000000	259.776099
164864.000000	260.081193
165888.000000	260.104953
166912.000000	260.433172
167936.000000	260.526411
168960.000000	260.811089
169984.000000	260.893911
171008.000000	261.083797
172032.000000	261.165057
173056.000000	261.424943
174080.000000	261.421619
175104.000000	261.746610
176128.000000	261.717661
177152.000000	262.015568
178176.000000	261.985682
179200.000000	262.350464
180224.000000	262.339849
181248.000000	262.607026
182272.000000	262.574953
183296.000000	262.886610
184320.000000	262.819536
185344.000000	263.035047
186368.000000	263.058703
187392.000000	263.324214
188416.000000	263.147557
189440.000000	263.389110
190464.000000	263.367557
191488.000000	263.672235
192512.000000	263.537140
193536.000000	263.860568
194560.000000	263.776515
195584.000000	263.877860
196608.000000	263.962869
197632.000000	264.182547
198656.000000	264.015578
199680.000000	264.256610
200704.000000	264.255369
201728.000000	264.353797
202752.000000	264.596828
203776.000000	264.627131
204800.000000	264.621099
205824.000000	264.737651
206848.000000	264.565682
207872.000000	264.828381
208896.000000	264.755578
209920.000000	265.054943
210944.000000	264.920474
211968.000000	265.116193
212992.000000	264.988286
214016.000000	265.293589
215040.000000	265.240578
216064.000000	265.427235
217088.000000	265.313807
218112.000000	265.373068
219136.000000	265.166828
220160.000000	265.456818
221184.000000	265.576828
222208.000000	265.673901
223232.000000	265.606619
224256.000000	265.787964
225280.000000	265.642765
226304.000000	265.949006
227328.000000	265.719744
228352.000000	266.019839
229376.000000	265.839536
230400.000000	265.886714
231424.000000	265.937661
232448.000000	266.029735
233472.000000	265.863703
234496.000000	266.071714
235520.000000	265.919640
236544.000000	266.090672
237568.000000	265.959328
238592.000000	266.139110
239616.000000	265.973911
240640.000000	266.149110
241664.000000	266.053703
242688.000000	266.224735
243712.000000	266.196828
244736.000000	266.199006
245760.000000	266.201724
246784.000000	266.345568
247808.000000	266.267036
248832.000000	266.338589
249856.000000	266.216619
250880.000000	266.378693
251904.000000	266.259224
252928.000000	266.414422
253952.000000	266.363182
254976.000000	266.401506
256000.000000	266.362557
257024.000000	266.472131
258048.000000	266.400786
259072.000000	266.559318
