#lambda/nm	C1
208.295	471.1
208.67	435.3
209.045	401.4
209.419	406.7
209.794	578.8
210.169	553
210.544	672.7
210.919	570.4
211.295	561.5
211.67	575.2
212.045	568.1
212.421	567.5
212.796	602
213.172	566.3
213.547	565.3
213.923	565
214.299	564.6
214.675	577.3
215.051	573.8
215.427	572.7
215.803	591.4
216.179	573.8
216.555	557.5
216.932	576
217.308	566.8
217.684	562.6
218.061	578.4
218.438	574.8
218.814	565
219.191	577.5
219.568	563.4
219.945	567.6
220.322	572.1
220.699	570.7
221.076	574.9
221.453	573.4
221.83	560.4
222.208	563.8
222.585	569.3
222.962	569.3
223.34	576.2
223.717	569.9
224.095	568.5
224.473	570.8
224.851	562.6
225.229	558.5
225.607	586.6
225.985	562.9
226.363	567
226.741	568.1
227.119	569
227.497	581.7
227.876	557.4
228.254	573.5
228.633	582.1
229.011	572.3
229.39	572.5
229.769	572.3
230.148	576.1
230.527	590.3
230.905	571.6
231.284	567.6
231.664	562.4
232.043	584.4
232.422	575.4
232.801	566.4
233.181	571.3
233.56	568.9
233.94	571.5
234.319	557
234.699	564.3
235.079	605.6
235.458	608.9
235.838	579.5
236.218	557.1
236.598	563.8
236.978	568.7
237.358	564.1
237.738	568.6
238.119	577.3
238.499	563.2
238.88	569.3
239.26	581.2
239.641	561.5
240.021	567.7
240.402	569
240.783	565.8
241.163	573.5
241.544	574.2
241.925	571.2
242.306	576.2
242.687	565.1
243.069	572.2
243.45	578
243.831	563.2
244.212	565.9
244.594	606.8
244.975	573.8
245.357	572.1
245.739	562.4
246.12	570.8
246.502	581
246.884	567.8
247.266	562.2
247.648	573.1
248.03	590.1
248.412	573.9
248.794	572.7
249.176	564.9
249.559	579.3
249.941	567.1
250.323	564.4
250.706	566.6
251.089	570
251.471	576.1
251.854	568.7
252.237	566.6
252.62	574.3
253.002	566.6
253.385	574.6
253.769	581.5
254.152	570.4
254.535	575.6
254.918	562
255.301	571.1
255.685	564.8
256.068	562
256.452	595.4
256.835	572.1
257.219	575.7
257.603	579.1
257.986	562.5
258.37	574.1
258.754	556.7
259.138	575
259.522	583.5
259.906	566
260.29	572.3
260.675	570.4
261.059	572.9
261.443	565.2
261.828	572.6
262.212	575
262.597	558.7
262.981	558.6
263.366	579.8
263.751	567.2
264.136	564.4
264.521	569.4
264.906	561.4
265.291	579.5
265.676	566.7
266.061	584.7
266.446	585.6
266.831	570
267.217	595.6
267.602	572.8
267.987	574.4
268.373	567.2
268.759	580.4
269.144	571.7
269.53	573.8
269.916	568.9
270.302	570.4
270.688	574.4
271.074	571.1
271.46	575.2
271.846	592.1
272.232	570.4
272.618	558
273.004	568.1
273.391	575.3
273.777	581.6
274.164	578.3
274.55	584.1
274.937	575.4
275.324	571.3
275.71	572.1
276.097	576.9
276.484	560.5
276.871	570.2
277.258	575.9
277.645	560.5
278.032	573.8
278.419	570.3
278.807	575.7
279.194	564.1
279.581	564.1
279.969	572.8
280.356	570.7
280.744	575.1
281.131	594.5
281.519	583.6
281.907	565.3
282.295	563.8
282.682	580.8
283.07	571.5
283.458	577.9
283.846	582.8
284.235	579.7
284.623	579.2
285.011	565.3
285.399	575.7
285.788	568.7
286.176	559.8
286.565	584
286.953	573.2
287.342	565.6
287.731	563.9
288.119	563.3
288.508	570.6
288.897	571.5
289.286	557.9
289.675	565.8
290.064	577.7
290.453	562.3
290.821	571.3
291.21	582.7
291.599	566.4
291.989	574.3
292.378	573.3
292.768	594.5
293.157	576.4
293.547	579
293.936	562.3
294.326	571.7
294.716	579.2
295.106	572.3
295.496	577.4
295.886	584.1
296.276	570.5
296.666	564.9
297.056	567.2
297.446	561.3
297.836	586.1
298.227	569.1
298.617	574.3
299.008	582.2
299.398	567
299.789	561.6
300.179	576.3
300.57	588.9
300.961	567.5
301.352	564.2
301.742	584.7
302.133	571.2
302.524	576.4
302.915	572
303.307	566.9
303.698	571.6
304.089	572.1
304.48	564.1
304.872	574.3
305.263	572.8
305.655	566
306.046	575.5
306.438	577
306.829	564.1
307.221	588.2
307.613	576.6
308.005	581.7
308.397	587.5
308.789	589.4
309.181	594.5
309.573	581.8
309.965	584
310.357	574.1
310.749	570.2
311.142	561.3
311.534	568.4
311.926	580.9
312.319	567.9
