# gemitteltes ADC Signal, Zeilen: Messpunkt, Spalten: Kanäle
0.224355    0.504098	0.562833	0.275726	0.659414	0.303548	0.546334	0.355793	0.389682	0.309303	0.332560	0.474150	0.071933	0.243000	0.216359	0.312435	0.097477	0.208889	0.038159	-0.043451	-0.013248	-0.180127	0.327040	0.096853	-0.116492	-0.169887	0.040504	0.168385	-0.020765	-0.013152	-0.153308	0.211086	0.095278	0.041192	0.021055	-0.024543	0.095470	-0.212406	-0.008326	-0.025872	0.222343	-0.041247	0.187048	0.070805	-0.073029	0.090234	0.012065	0.003488	-0.121072	0.254977	-0.009344	-0.028318	-0.197197	0.038463	-0.024696	-0.088533	-0.134714	-0.170609	0.244171	0.121379	-0.169394	-0.000845	0.022604	0.006202	-0.024579	-0.041800	-0.175738	0.127987	-0.077563	-0.326448	0.042098	0.174639	0.011301	-0.313384	0.047659	-0.369644	0.210735	-0.111130	0.057853	0.074656	0.162522	1.838437	73.327777	71.671450	3.067297	0.613687	0.094006	-0.025228	-0.175536	-0.074739	-0.274661	-0.178767	0.039651	-0.325405	-0.085052	-0.324780	0.068945	-0.014288	-0.448535	-0.202454	-0.066243	-0.110524	-0.364856	-0.132960	-0.277714	-0.324160	-0.401499	-0.232835	-0.294365	-0.506176	-0.278135	-0.282951	-0.200050	-0.449489	-0.205388	-0.330266	-0.576112	-0.239882	-0.271469	-0.277353	-0.527125	-0.076369	-0.479899	-0.382939	-0.378911	-0.288369	-0.586835	-0.974982
-0.054501	0.277190	0.506754	0.198669	0.423515	0.240477	0.335410	0.028985	0.140796	0.203274	0.148610	0.258231	-0.049081	0.071037	0.040400	-0.052335	-0.067493	0.034928	-0.148789	-0.202426	-0.062333	-0.337105	0.090142	-0.164021	-0.374369	-0.287904	0.107302	-0.205376	-0.063857	-0.154146	-0.351245	0.097065	-0.231530	0.031067	-0.069989	-0.291411	-0.060509	-0.292460	-0.260209	-0.231801	-0.069500	-0.186237	0.131968	0.077664	-0.115122	-0.048762	-0.252805	-0.189454	-0.255073	0.064033	-0.188300	-0.178303	-0.287242	-0.201432	-0.208647	-0.208548	-0.366617	-0.388526	0.059221	-0.231403	-0.223474	-0.111869	-0.048459	-0.137789	-0.189549	-0.078898	-0.287761	-0.044975	-0.274501	-0.440468	-0.124870	-0.106215	-0.203619	-0.425406	-0.019408	-0.388760	0.106704	-0.063312	0.000775	0.002594	0.718831	16.299840	64.060909	6.668318	0.297931	0.106060	-0.219815	-0.335053	-0.395451	-0.134814	-0.635435	-0.181899	-0.127316	-0.424440	-0.089183	-0.371868	-0.241879	-0.150287	-0.463655	-0.405385	-0.161283	-0.292477	-0.336020	-0.362865	-0.465661	-0.427192	-0.519516	-0.345857	-0.342451	-0.615202	-0.366182	-0.475893	-0.305080	-0.506566	-0.398329	-0.452279	-0.693130	-0.397859	-0.466408	-0.386378	-0.514273	-0.378202	-0.527986	-0.428029	-0.595829	-0.398393	-0.645911	-1.227864
-0.235823	0.182782	0.461297	-0.022613	0.378058	0.143072	0.174069	-0.003485	-0.007558	0.066908	-0.051693	0.130856	-0.078554	-0.159235	-0.081980	-0.083807	-0.192871	-0.079460	-0.227213	-0.346785	-0.098800	-0.327617	-0.117153	-0.229458	-0.233013	-0.284410	-0.212881	-0.148935	-0.207216	-0.203599	-0.500598	0.065594	-0.171093	-0.066338	-0.110451	-0.329876	-0.172900	-0.300954	-0.140831	-0.132403	-0.132939	-0.268657	-0.067335	-0.139622	-0.213526	-0.108205	-0.277283	-0.286860	-0.302528	0.070524	-0.091899	-0.363620	-0.354677	-0.131005	-0.142216	-0.249010	-0.296190	-0.481935	0.032745	-0.271866	-0.399801	-0.152331	-0.232778	-0.224205	-0.169072	-0.281198	-0.184367	-0.153369	-0.376902	-0.484926	-0.175322	-0.051772	-0.296029	-0.546788	-0.151779	-0.524127	0.038270	-0.264614	-0.116610	0.055039	3.950098	78.473164	30.482985	1.652831	0.049677	-0.117219	-0.369168	-0.767123	-0.275074	-0.559892	-0.324249	-0.419164	-0.500446	-0.466901	-0.344430	-0.562180	-0.236387	-0.318621	-0.643977	-0.584709	-0.260686	-0.454818	-0.591267	-0.449281	-0.514115	-0.519602	-0.653885	-0.433272	-0.489807	-0.642677	-0.548502	-0.488383	-0.442445	-0.702873	-0.468762	-0.495738	-0.828497	-0.555204	-0.659718	-0.524743	-0.667622	-0.542540	-0.788228	-0.636323	-0.622305	-0.608686	-0.939120	-1.391203
0.063188	0.542732	0.682386	0.348326	0.597148	0.351173	0.446106	0.259562	0.384360	0.364920	0.293272	0.399897	0.109568	0.155760	0.193054	0.127292	0.063183	0.125645	0.161708	-0.127694	0.004407	-0.242392	0.246793	-0.102275	-0.051885	-0.130254	0.102114	-0.011763	-0.071042	0.022485	-0.188600	0.306663	0.011034	0.095810	-0.010241	0.124980	-0.033729	-0.065880	-0.128533	-0.047178	0.140097	0.023361	0.151756	0.155393	-0.097332	0.155841	0.112637	-0.108728	-0.021499	0.363541	-0.063617	0.014312	-0.202519	0.100073	0.025926	-0.006943	-0.180996	-0.186921	0.179908	0.006166	-0.094796	0.033793	0.137162	0.028852	0.029039	-0.052117	0.078680	0.045742	-0.134834	-0.336765	0.064748	0.144342	0.011973	-0.350674	0.054325	-0.209132	0.323295	-0.045523	0.387196	1.583820	52.807550	82.005942	3.913864	0.494299	0.298738	0.166807	-0.210017	-0.308272	-0.187852	-0.153988	-0.149114	-0.313960	-0.002634	-0.239818	-0.183281	-0.212220	-0.114199	-0.102527	-0.467844	-0.349634	-0.112524	-0.228734	-0.257291	-0.068352	-0.263056	-0.156655	-0.415813	-0.292103	-0.227759	-0.554455	-0.141599	-0.281280	-0.097480	-0.467798	-0.276644	-0.311612	-0.653362	-0.347102	-0.272795	-0.201756	-0.503476	-0.203569	-0.479227	-0.249400	-0.449168	-0.272712	-0.539210	-1.185099
-0.016700	0.297009	0.434666	0.080626	0.360417	0.319237	0.393191	0.221632	0.131645	0.151165	0.166431	0.203125	0.075634	0.209738	0.006273	0.039412	0.048230	0.056746	-0.054045	-0.145644	-0.061495	-0.159443	0.011060	-0.103242	-0.271633	-0.269084	-0.010741	0.030227	-0.184897	-0.042418	-0.264492	0.057943	-0.054868	0.034903	-0.023196	-0.173690	-0.038692	-0.074839	-0.226403	-0.173021	-0.003727	-0.042541	0.119820	0.033547	0.067535	-0.047924	-0.144075	-0.011793	-0.170318	0.255681	-0.030618	-0.124517	-0.323366	-0.089705	-0.074942	-0.080837	-0.248896	-0.314761	0.078041	-0.176619	-0.326532	0.021837	-0.093575	-0.108979	-0.264635	-0.060078	-0.156054	0.073746	-0.132804	-0.272797	-0.053102	0.139379	0.073942	-0.354638	-0.023565	-0.273037	0.160490	-0.064472	0.663951	9.440994	58.573816	8.485494	0.564245	0.018807	-0.146785	-0.234760	-0.429766	-0.101447	-0.515492	0.088802	-0.116115	-0.392849	-0.134470	-0.373652	-0.356077	-0.444956	-0.155126	-0.165432	-0.637642	-0.324627	-0.212392	-0.294636	-0.363153	-0.304085	-0.320967	-0.306473	-0.540656	-0.378985	-0.351603	-0.530447	-0.309399	-0.436093	-0.206339	-0.543690	-0.221667	-0.451440	-0.676307	-0.441976	-0.561474	-0.375550	-0.428519	-0.413327	-0.675999	-0.430187	-0.519067	-0.512440	-0.703015	-1.159093
-0.003539	0.339141	0.488786	0.178702	0.423528	0.149581	0.414344	0.045981	0.183767	0.295195	0.050721	0.348154	0.054829	0.103018	0.109344	0.058567	-0.183364	-0.032991	-0.133791	-0.071544	-0.051331	-0.265163	0.045200	-0.119053	-0.297433	-0.337841	0.118304	-0.036532	-0.094813	-0.041245	-0.246336	0.093082	-0.208540	-0.101787	0.018935	-0.138551	-0.235321	-0.214525	-0.193262	-0.179840	-0.015541	-0.098311	-0.001885	-0.118128	-0.103121	0.154048	-0.052992	-0.213417	-0.228087	0.152957	-0.033441	-0.142325	-0.261254	-0.177443	-0.088754	-0.134609	-0.236734	-0.384517	-0.010696	-0.196425	-0.151533	-0.051916	-0.197297	-0.096817	-0.204521	-0.125838	-0.210825	0.078914	-0.185577	-0.208687	-0.011970	0.079613	-0.142667	-0.427391	-0.011403	-0.289846	0.238586	0.119518	3.918870	80.035574	42.518045	2.732421	0.324659	-0.040960	-0.173584	-0.390430	-0.373648	-0.338037	-0.242591	-0.197738	-0.216841	-0.500567	-0.268162	-0.401450	-0.326932	-0.370856	-0.119988	-0.108315	-0.544561	-0.392385	-0.145285	-0.261495	-0.569773	-0.299915	-0.501612	-0.327278	-0.501521	-0.418771	-0.322458	-0.629174	-0.334200	-0.326030	-0.163208	-0.470589	-0.335379	-0.515202	-0.530279	-0.436807	-0.443418	-0.402349	-0.565208	-0.300266	-0.533967	-0.408036	-0.540871	-0.501277	-0.644899	-1.099979
-0.145473	0.166238	0.228969	0.014790	0.259616	0.034620	0.091591	-0.052996	-0.031095	0.081333	-0.135169	0.138288	-0.157036	-0.179775	-0.146476	-0.146304	-0.232391	-0.186913	-0.296704	-0.413278	-0.129329	-0.494011	-0.099731	-0.396851	-0.460346	-0.474780	-0.146507	-0.239405	-0.283700	-0.233129	-0.448210	-0.065835	-0.314510	-0.100864	-0.318803	-0.275490	-0.228404	-0.350465	-0.334197	-0.367728	-0.145487	-0.274211	-0.176786	-0.129192	-0.329970	-0.018855	-0.216904	-0.437269	-0.272118	0.090943	-0.267283	-0.341202	-0.360231	-0.281415	-0.327591	-0.383436	-0.337709	-0.484493	-0.011771	-0.287410	-0.417343	-0.155888	-0.354216	-0.300689	-0.370431	-0.384655	-0.317794	-0.110972	-0.234604	-0.422549	-0.056002	-0.125258	-0.383502	-0.517377	-0.122368	-0.556655	0.196552	0.544017	37.898815	81.242291	3.685802	0.052025	-0.079014	-0.282794	-0.319514	-0.526370	-0.538559	-0.726724	-0.158751	-0.481530	-0.398735	-0.610533	-0.485022	-0.624303	-0.367967	-0.490812	-0.323860	-0.353146	-0.777404	-0.524329	-0.369137	-0.436396	-0.621797	-0.446844	-0.508681	-0.560121	-0.628470	-0.566699	-0.539317	-0.631248	-0.442168	-0.454977	-0.477970	-0.652483	-0.392398	-0.577216	-0.941944	-0.623696	-0.617320	-0.531296	-0.699150	-0.316326	-0.716860	-0.610909	-0.621866	-0.655199	-0.808811	-1.307847
-0.030165	0.426401	0.493129	0.283944	0.534764	0.169908	0.485620	0.147228	0.284014	0.213624	0.080039	0.410439	0.009222	0.115354	0.071729	0.120852	0.091708	0.050274	-0.112465	-0.165103	0.022942	-0.289791	0.207385	-0.100723	-0.197186	-0.257574	-0.011219	-0.128093	-0.120440	-0.039899	-0.164071	0.177346	-0.019382	0.065393	-0.140558	-0.255087	-0.075134	-0.146246	-0.272835	-0.085587	0.143647	-0.176885	0.139322	0.085017	-0.331545	-0.053397	-0.064632	-0.156127	-0.140826	0.226232	0.046826	-0.254865	-0.204963	-0.132141	-0.132363	-0.191205	-0.291332	-0.477077	0.343298	-0.189085	-0.182155	-0.069551	-0.081066	-0.091475	-0.107271	-0.064552	-0.187501	0.137204	-0.216199	-0.363185	0.071295	0.115924	-0.079383	-0.455016	-0.017050	-0.313475	0.401770	4.034950	63.586550	15.453503	0.533377	0.012488	-0.152517	-0.316337	-0.344066	-0.048425	-0.614060	-0.185841	-0.168318	-0.422166	-0.220490	-0.515205	-0.383699	-0.485019	-0.294617	-0.473406	-0.148612	-0.154921	-0.666092	-0.316114	-0.178904	-0.325084	-0.442553	-0.352515	-0.448318	-0.398859	-0.401274	-0.428414	-0.346087	-0.495960	-0.379807	-0.332675	-0.321702	-0.578134	-0.266101	-0.308062	-0.690771	-0.553343	-0.384130	-0.393011	-0.502923	-0.327891	-0.484668	-0.435660	-0.468596	-0.511919	-0.693503	-1.209522
-0.111267	0.435210	0.669769	0.295749	0.400715	0.266629	0.489434	0.199992	0.155959	0.317338	0.141794	0.449218	0.071976	0.088198	0.124494	0.265525	0.028589	0.062079	0.006234	0.028521	0.044737	-0.164100	0.103307	-0.057949	-0.284282	-0.213800	0.120467	0.032564	-0.006736	0.030847	-0.248170	0.132208	0.047369	0.113163	0.051068	-0.034490	0.001607	-0.040534	-0.207084	-0.028826	0.139469	0.042713	0.075203	0.170748	-0.041018	0.296071	0.036084	-0.046419	-0.128022	0.358916	0.027663	-0.068235	-0.064286	-0.025430	0.064258	-0.033545	-0.154651	-0.358378	0.353105	0.044499	-0.149370	-0.010792	0.049621	0.132119	0.051388	0.032169	0.073056	0.288869	0.038364	-0.187543	0.087096	0.179678	0.067288	-0.260393	0.266484	0.156872	3.173815	67.216586	75.080873	4.541233	0.402326	0.127191	0.002146	-0.284551	0.080327	-0.116539	-0.420436	0.024765	-0.150518	-0.101669	-0.110782	-0.424478	-0.270995	-0.373313	-0.068026	-0.245816	-0.017925	-0.093166	-0.462478	-0.291321	-0.169097	-0.156435	-0.328849	-0.132917	-0.282666	-0.244197	-0.415442	-0.226798	-0.283332	-0.491148	-0.189181	-0.445745	-0.236970	-0.526368	-0.091458	-0.264288	-0.663981	-0.351727	-0.294402	-0.277309	-0.479130	-0.300102	-0.541794	-0.382896	-0.317929	-0.329285	-0.558820	-1.218695
-0.023527	0.414058	0.407858	0.113759	0.388555	0.318404	0.350400	0.200819	0.120822	0.141341	0.024739	0.318176	0.009865	0.044069	0.045400	0.057560	-0.058497	0.013954	-0.100832	-0.234389	-0.002388	-0.300137	0.039198	-0.158022	-0.366372	-0.254932	-0.009576	-0.164412	-0.167748	0.007698	-0.330260	0.092075	-0.090666	0.100003	-0.088965	-0.047650	-0.255309	-0.143604	-0.189274	-0.163864	0.011424	-0.122295	0.045060	-0.002251	-0.070161	0.024170	-0.054998	-0.070568	-0.205118	0.235866	-0.143339	-0.182293	-0.279244	-0.123505	-0.189661	-0.080671	-0.433545	-0.307602	0.215070	-0.063566	-0.154538	0.031992	-0.097405	-0.047874	-0.195538	-0.085886	-0.135908	0.050934	-0.190580	-0.205698	-0.002987	0.205479	0.082100	-0.321505	0.156421	-0.048096	16.273543	72.207422	5.113668	0.239362	-0.009435	-0.155699	-0.335689	-0.382626	-0.145620	-0.424404	-0.158871	-0.302081	-0.330511	-0.194749	-0.319746	-0.445630	-0.318121	-0.464395	-0.238029	-0.298936	-0.063053	-0.178253	-0.583530	-0.387398	-0.056382	-0.348416	-0.411939	-0.301921	-0.469652	-0.514100	-0.492538	-0.338859	-0.384404	-0.536275	-0.354188	-0.309055	-0.336044	-0.581486	-0.377345	-0.399326	-0.777041	-0.546705	-0.501368	-0.346413	-0.561220	-0.379195	-0.535973	-0.515936	-0.588831	-0.460326	-0.609942	-1.156930
